,Submitted Date,Year,Make,Model,County,ZIP,EV Type,Transaction Type,Reduction_CO2,Reduction_Petroleum,Rebate Amount (USD)
11360,06/19/2019,2019,Mitsubishi,Outlander,Queens,11429,PHEV,Purchase,0.65,232.89,1100
11361,09/24/2018,2018,Mitsubishi,Outlander,Nassau,11801,PHEV,Lease,0.65,232.89,1100
11362,12/11/2018,2018,Mitsubishi,Outlander,Oneida,13403,PHEV,Purchase,0.65,232.89,1100
11363,10/15/2018,2018,Mitsubishi,Outlander,Saratoga,12065,PHEV,Lease,0.65,232.89,1100
11364,08/03/2018,2018,Mitsubishi,Outlander,Suffolk,11788,PHEV,Purchase,0.65,232.89,1100
11365,09/04/2018,2018,Mitsubishi,Outlander,Onondaga,13030,PHEV,Purchase,0.65,232.89,1100
11366,08/15/2018,2018,Mitsubishi,Outlander,Schenectady,12053,PHEV,Purchase,0.65,232.89,1100
11367,01/24/2019,2019,Mitsubishi,Outlander,Suffolk,11754,PHEV,Purchase,0.65,232.89,1100
11368,10/23/2019,2019,Mitsubishi,Outlander,Montgomery,12010,PHEV,Lease,0.65,232.89,1100
11369,12/11/2018,2018,Mitsubishi,Outlander,Suffolk,11776,PHEV,Purchase,0.65,232.89,1100
11370,03/13/2019,2019,Mitsubishi,Outlander,Oneida,13440,PHEV,Purchase,0.65,232.89,1100
11371,01/02/2019,2019,Mitsubishi,Outlander,Queens,11374,PHEV,Purchase,0.65,232.89,1100
11372,03/13/2019,2019,Mitsubishi,Outlander,Suffolk,11953,PHEV,Purchase,0.65,232.89,1100
11373,11/28/2018,2018,Mitsubishi,Outlander,Suffolk,11951,PHEV,Purchase,0.65,232.89,1100
11374,03/14/2019,2019,Mitsubishi,Outlander,Oneida,13403,PHEV,Purchase,0.65,232.89,1100
11375,06/18/2019,2019,Mitsubishi,Outlander,Saratoga,12020,PHEV,Purchase,0.65,232.89,1100
11376,11/20/2018,2018,Mitsubishi,Outlander,Albany,12047,PHEV,Purchase,0.65,232.89,1100
11377,12/06/2018,2018,Mitsubishi,Outlander,Saratoga,12020,PHEV,Purchase,0.65,232.89,1100
11378,08/16/2019,2019,Mitsubishi,Outlander,Saratoga,12118,PHEV,Purchase,0.65,232.89,1100
11379,12/28/2018,2018,Mitsubishi,Outlander,Suffolk,11731,PHEV,Purchase,0.65,232.89,1100
11380,11/30/2018,2018,Mitsubishi,Outlander,Nassau,11003,PHEV,Purchase,0.65,232.89,1100
11381,12/18/2018,2018,Mitsubishi,Outlander,Nassau,11510,PHEV,Purchase,0.65,232.89,1100
11382,12/03/2019,2019,Mitsubishi,Outlander,Saratoga,12065,PHEV,Purchase,0.65,232.89,1100
11383,04/18/2019,2019,Mitsubishi,Outlander,Nassau,11803,PHEV,Lease,0.65,232.89,1100
11384,07/29/2019,2019,Mitsubishi,Outlander,Suffolk,11933,PHEV,Lease,0.65,232.89,1100
11385,09/06/2019,2019,Mitsubishi,Outlander,Schenectady,12309,PHEV,Purchase,0.65,232.89,1100
11387,08/23/2019,2019,Mitsubishi,Outlander,Suffolk,11788,PHEV,Lease,0.65,232.89,1100
11388,11/23/2019,2019,Mitsubishi,Outlander,Suffolk,11730,PHEV,Purchase,0.65,232.89,1100
11389,07/24/2019,2019,Mitsubishi,Outlander,Suffolk,11768,PHEV,Lease,0.65,232.89,1100
11390,12/30/2019,2019,Mitsubishi,Outlander,Nassau,11793,PHEV,Lease,0.65,232.89,1100
11391,08/01/2019,2019,Mitsubishi,Outlander,Fulton,12095,PHEV,Purchase,0.65,232.89,1100
11392,08/27/2019,2019,Mitsubishi,Outlander,Saratoga,12065,PHEV,Purchase,0.65,232.89,1100
11393,08/25/2019,2019,Mitsubishi,Outlander,Suffolk,11942,PHEV,Purchase,0.65,232.89,1100
11394,09/15/2019,2019,Mitsubishi,Outlander,Suffolk,11741,PHEV,Purchase,0.65,232.89,1100
11395,02/09/2018,2018,Mitsubishi,Outlander,Suffolk,11777,PHEV,Purchase,0.65,232.89,1100
11396,06/14/2019,2019,Mitsubishi,Outlander,Onondaga,13090,PHEV,Purchase,0.65,232.89,1100
11397,02/01/2018,2018,Mitsubishi,Outlander,Warren,12801,PHEV,Lease,0.65,232.89,1100
11398,02/19/2018,2018,Mitsubishi,Outlander,Nassau,11023,PHEV,Purchase,0.65,232.89,1100
11399,04/10/2018,2018,Mitsubishi,Outlander,Montgomery,12070,PHEV,Lease,0.65,232.89,1100
11400,11/20/2018,2018,Mitsubishi,Outlander,Suffolk,11763,PHEV,Purchase,0.65,232.89,1100
11401,12/18/2018,2018,Mitsubishi,Outlander,Wayne,14519,PHEV,Lease,0.65,232.89,1100
11402,03/05/2018,2018,Mitsubishi,Outlander,Suffolk,11720,PHEV,Lease,0.65,232.89,1100
11403,07/28/2018,2018,Mitsubishi,Outlander,Monroe,14620,PHEV,Lease,0.65,232.89,1100
11404,04/10/2019,2019,Mitsubishi,Outlander,Oneida,13316,PHEV,Purchase,0.65,232.89,1100
11405,04/10/2019,2019,Mitsubishi,Outlander,Onondaga,13029,PHEV,Purchase,0.65,232.89,1100
11406,08/27/2018,2018,Mitsubishi,Outlander,Oneida,13413,PHEV,Lease,0.65,232.89,1100
11407,04/19/2018,2018,Mitsubishi,Outlander,Suffolk,11747,PHEV,Purchase,0.65,232.89,1100
11408,03/23/2018,2018,Mitsubishi,Outlander,Saratoga,12831,PHEV,Lease,0.65,232.89,1100
11409,03/13/2018,2018,Mitsubishi,Outlander,Queens,11355,PHEV,Purchase,0.65,232.89,1100
11410,05/29/2018,2018,Mitsubishi,Outlander,Onondaga,13021,PHEV,Purchase,0.65,232.89,1100
11411,06/04/2018,2018,Mitsubishi,Outlander,Suffolk,11757,PHEV,Purchase,0.65,232.89,1100
11412,05/02/2018,2018,Mitsubishi,Outlander,Columbia,12029,PHEV,Purchase,0.65,232.89,1100
11413,06/08/2018,2018,Mitsubishi,Outlander,Westchester,10536,PHEV,Purchase,0.65,232.89,1100
11414,05/30/2018,2018,Mitsubishi,Outlander,Suffolk,11725,PHEV,Purchase,0.65,232.89,1100
11415,07/24/2018,2018,Mitsubishi,Outlander,Ulster,12525,PHEV,Lease,0.65,232.89,1100
11416,08/20/2018,2018,Mitsubishi,Outlander,Nassau,11803,PHEV,Lease,0.65,232.89,1100
11417,07/27/2018,2018,Mitsubishi,Outlander,Delaware,12474,PHEV,Lease,0.65,232.89,1100
11418,11/04/2019,2019,Mitsubishi,Outlander,Oneida,13492,PHEV,Purchase,0.65,232.89,1100
11419,10/16/2019,2019,Mitsubishi,Outlander,Suffolk,11933,PHEV,Purchase,0.65,232.89,1100
11420,01/27/2019,2019,Mitsubishi,Outlander,Albany,12209,PHEV,Lease,0.65,232.89,1100
11421,12/21/2018,2018,Mitsubishi,Outlander,Clinton,12972,PHEV,Purchase,0.65,232.89,1100
11422,07/13/2018,2018,Mitsubishi,Outlander,Essex,12993,PHEV,Purchase,0.65,232.89,1100
11423,06/15/2018,2018,Mitsubishi,Outlander,Suffolk,11976,PHEV,Lease,0.65,232.89,1100
11424,08/06/2018,2018,Mitsubishi,Outlander,Nassau,11801,PHEV,Purchase,0.65,232.89,1100
11425,08/04/2018,2018,Mitsubishi,Outlander,Onondaga,13209,PHEV,Purchase,0.65,232.89,1100
11426,10/11/2019,2019,Mitsubishi,Outlander,Broome,13862,PHEV,Purchase,0.65,232.89,1100
11427,12/22/2018,2018,Mitsubishi,Outlander,Nassau,11710,PHEV,Lease,0.65,232.89,1100
11428,07/25/2018,2018,Mitsubishi,Outlander,Oneida,13403,PHEV,Purchase,0.65,232.89,1100
11429,09/24/2018,2018,Mitsubishi,Outlander,Onondaga,13088,PHEV,Purchase,0.65,232.89,1100
11430,10/06/2018,2018,Mitsubishi,Outlander,Westchester,10591,PHEV,Purchase,0.65,232.89,1100
11431,07/21/2018,2018,Mitsubishi,Outlander,Tompkins,14850,PHEV,Lease,0.65,232.89,1100
11432,10/26/2018,2018,Mitsubishi,Outlander,Erie,14052,PHEV,Purchase,0.65,232.89,1100
11433,08/27/2019,2019,Mitsubishi,Outlander,Saratoga,12118,PHEV,Purchase,0.65,232.89,1100
11434,12/29/2018,2018,Mitsubishi,Outlander,Nassau,11510,PHEV,Lease,0.65,232.89,1100
11435,01/02/2019,2019,Mitsubishi,Outlander,Yates,14837,PHEV,Purchase,0.65,232.89,1100
11436,07/31/2018,2018,Mitsubishi,Outlander,Chemung,14845,PHEV,Purchase,0.65,232.89,1100
11437,06/19/2019,2019,Mitsubishi,Outlander,Monroe,14624,PHEV,Lease,0.65,232.89,1100
11438,10/15/2018,2018,Mitsubishi,Outlander,Suffolk,11702,PHEV,Purchase,0.65,232.89,1100
11439,09/13/2018,2018,Mitsubishi,Outlander,Suffolk,11731,PHEV,Purchase,0.65,232.89,1100
11440,04/16/2019,2019,Mitsubishi,Outlander,Suffolk,11961,PHEV,Purchase,0.65,232.89,1100
11441,04/05/2019,2019,Mitsubishi,Outlander,Nassau,11756,PHEV,Purchase,0.65,232.89,1100
11442,09/05/2019,2019,Mitsubishi,Outlander,Nassau,11024,PHEV,Lease,0.65,232.89,1100
11443,10/18/2019,2019,Mitsubishi,Outlander,Onondaga,13210,PHEV,Purchase,0.65,232.89,1100
11444,10/10/2019,2019,Mitsubishi,Outlander,Erie,14086,PHEV,Purchase,0.65,232.89,1100
11445,11/07/2019,2019,Mitsubishi,Outlander,Saratoga,12866,PHEV,Lease,0.65,232.89,1100
11446,08/01/2019,2019,Mitsubishi,Outlander,Nassau,11554,PHEV,Lease,0.65,232.89,1100
11447,10/13/2019,2019,Mitsubishi,Outlander,Suffolk,11968,PHEV,Purchase,0.65,232.89,1100
11448,08/19/2019,2019,Mitsubishi,Outlander,Nassau,11510,PHEV,Lease,0.65,232.89,1100
11449,10/06/2019,2019,Mitsubishi,Outlander,Suffolk,11933,PHEV,Purchase,0.65,232.89,1100
11450,09/09/2019,2019,Mitsubishi,Outlander,Suffolk,11944,PHEV,Purchase,0.65,232.89,1100
11453,10/27/2019,2019,Mitsubishi,Outlander,Suffolk,11955,PHEV,Purchase,0.65,232.89,1100
11454,04/06/2018,2018,Mitsubishi,Outlander,Queens,11369,PHEV,Purchase,0.65,232.89,1100
11455,02/21/2018,2018,Mitsubishi,Outlander,Oneida,13440,PHEV,Lease,0.65,232.89,1100
11456,01/24/2018,2018,Mitsubishi,Outlander,Oneida,13440,PHEV,Lease,0.65,232.89,1100
11457,03/26/2018,2018,Mitsubishi,Outlander,Schenectady,12302,PHEV,Lease,0.65,232.89,1100
11458,02/17/2018,2018,Mitsubishi,Outlander,Erie,14001,PHEV,Purchase,0.65,232.89,1100
11459,03/12/2018,2018,Mitsubishi,Outlander,Suffolk,11725,PHEV,Purchase,0.65,232.89,1100
11460,04/24/2018,2018,Mitsubishi,Outlander,Schenectady,12309,PHEV,Lease,0.65,232.89,1100
11461,02/08/2018,2018,Mitsubishi,Outlander,Rensselaer,12196,PHEV,Lease,0.65,232.89,1100
11462,02/15/2018,2018,Mitsubishi,Outlander,Suffolk,11727,PHEV,Purchase,0.65,232.89,1100
11463,02/07/2018,2018,Mitsubishi,Outlander,Erie,14219,PHEV,Purchase,0.65,232.89,1100
11464,12/28/2018,2018,Mitsubishi,Outlander,Niagara,14305,PHEV,Purchase,0.65,232.89,1100
11465,05/22/2018,2018,Mitsubishi,Outlander,Washington,12865,PHEV,Purchase,0.65,232.89,1100
11466,02/02/2019,2019,Mitsubishi,Outlander,Suffolk,11706,PHEV,Purchase,0.65,232.89,1100
11467,02/28/2018,2018,Mitsubishi,Outlander,Nassau,11570,PHEV,Purchase,0.65,232.89,1100
11468,04/17/2018,2018,Mitsubishi,Outlander,Suffolk,11933,PHEV,Purchase,0.65,232.89,1100
11469,05/29/2018,2018,Mitsubishi,Outlander,Albany,12189,PHEV,Lease,0.65,232.89,1100
11470,05/30/2018,2018,Mitsubishi,Outlander,Steuben,14830,PHEV,Purchase,0.65,232.89,1100
11471,05/12/2018,2018,Mitsubishi,Outlander,Nassau,11575,PHEV,Lease,0.65,232.89,1100
11472,06/07/2018,2018,Mitsubishi,Outlander,Queens,11420,PHEV,Purchase,0.65,232.89,1100
11473,07/21/2018,2018,Mitsubishi,Outlander,Onondaga,13078,PHEV,Purchase,0.65,232.89,1100
11474,08/28/2018,2018,Mitsubishi,Outlander,Queens,11367,PHEV,Purchase,0.65,232.89,1100
11475,09/06/2018,2018,Mitsubishi,Outlander,Queens,11368,PHEV,Purchase,0.65,232.89,1100
11476,06/28/2018,2018,Mitsubishi,Outlander,Onondaga,13219,PHEV,Lease,0.65,232.89,1100
11477,07/17/2018,2018,Mitsubishi,Outlander,Schenectady,12309,PHEV,Purchase,0.65,232.89,1100
11478,11/12/2018,2018,Mitsubishi,Outlander,Suffolk,11720,PHEV,Lease,0.65,232.89,1100
11479,06/22/2018,2018,Mitsubishi,Outlander,Suffolk,11729,PHEV,Lease,0.65,232.89,1100
11480,04/10/2019,2019,Mitsubishi,Outlander,Oneida,13438,PHEV,Purchase,0.65,232.89,1100
11481,12/11/2018,2018,Mitsubishi,Outlander,Oneida,13403,PHEV,Purchase,0.65,232.89,1100
11482,07/25/2018,2018,Mitsubishi,Outlander,Oneida,13403,PHEV,Purchase,0.65,232.89,1100
11483,10/30/2018,2018,Mitsubishi,Outlander,Queens,11365,PHEV,Purchase,0.65,232.89,1100
11484,07/07/2018,2018,Mitsubishi,Outlander,Schenectady,12302,PHEV,Purchase,0.65,232.89,1100
11485,08/10/2018,2018,Mitsubishi,Outlander,Suffolk,11715,PHEV,Purchase,0.65,232.89,1100
11486,10/31/2018,2018,Mitsubishi,Outlander,Nassau,11561,PHEV,Purchase,0.65,232.89,1100
11487,03/11/2019,2019,Mitsubishi,Outlander,Suffolk,11780,PHEV,Purchase,0.65,232.89,1100
11488,01/16/2019,2019,Mitsubishi,Outlander,Jefferson,13601,PHEV,Purchase,0.65,232.89,1100
11489,02/18/2019,2019,Mitsubishi,Outlander,Queens,11102,PHEV,Purchase,0.65,232.89,1100
11490,08/31/2018,2018,Mitsubishi,Outlander,Orange,10996,PHEV,Purchase,0.65,232.89,1100
11491,02/01/2019,2019,Mitsubishi,Outlander,Albany,12159,PHEV,Purchase,0.65,232.89,1100
11492,11/28/2018,2018,Mitsubishi,Outlander,Suffolk,11746,PHEV,Lease,0.65,232.89,1100
11493,11/26/2018,2018,Mitsubishi,Outlander,Saratoga,12065,PHEV,Purchase,0.65,232.89,1100
11494,03/20/2019,2019,Mitsubishi,Outlander,Rensselaer,12144,PHEV,Purchase,0.65,232.89,1100
11495,10/15/2018,2018,Mitsubishi,Outlander,Essex,12932,PHEV,Purchase,0.65,232.89,1100
11496,09/30/2019,2019,Mitsubishi,Outlander,Monroe,14621,PHEV,Purchase,0.65,232.89,1100
11497,01/02/2019,2019,Mitsubishi,Outlander,Suffolk,11731,PHEV,Lease,0.65,232.89,1100
11498,02/27/2019,2019,Mitsubishi,Outlander,Putnam,12563,PHEV,Purchase,0.65,232.89,1100
11499,04/08/2019,2019,Mitsubishi,Outlander,Suffolk,11747,PHEV,Purchase,0.65,232.89,1100
11500,10/29/2019,2019,Mitsubishi,Outlander,Suffolk,11764,PHEV,Purchase,0.65,232.89,1100
11501,09/20/2019,2019,Mitsubishi,Outlander,Suffolk,11746,PHEV,Purchase,0.65,232.89,1100
11502,10/12/2019,2019,Mitsubishi,Outlander,Nassau,11758,PHEV,Purchase,0.65,232.89,1100
11503,10/12/2019,2019,Mitsubishi,Outlander,Suffolk,11729,PHEV,Purchase,0.65,232.89,1100
11504,12/08/2019,2019,Mitsubishi,Outlander,Suffolk,11949,PHEV,Purchase,0.65,232.89,1100
11505,04/10/2019,2019,Mitsubishi,Outlander,Oneida,13502,PHEV,Purchase,0.65,232.89,1100
11506,05/01/2018,2018,Mitsubishi,Outlander,Onondaga,13088,PHEV,Purchase,0.65,232.89,1100
11507,04/04/2018,2018,Mitsubishi,Outlander,Onondaga,13027,PHEV,Purchase,0.65,232.89,1100
11508,03/14/2018,2018,Mitsubishi,Outlander,St. Lawrence,13654,PHEV,Purchase,0.65,232.89,1100
11509,04/10/2019,2019,Mitsubishi,Outlander,Herkimer,13350,PHEV,Purchase,0.65,232.89,1100
11510,04/04/2018,2018,Mitsubishi,Outlander,Onondaga,13212,PHEV,Lease,0.65,232.89,1100
11511,12/17/2018,2018,Mitsubishi,Outlander,Erie,14075,PHEV,Purchase,0.65,232.89,1100
11512,05/29/2018,2018,Mitsubishi,Outlander,Kings,11231,PHEV,Purchase,0.65,232.89,1100
11513,10/11/2019,2019,Mitsubishi,Outlander,Oneida,13502,PHEV,Purchase,0.65,232.89,1100
11514,10/11/2019,2019,Mitsubishi,Outlander,Oneida,13440,PHEV,Purchase,0.65,232.89,1100
11515,04/28/2018,2018,Mitsubishi,Outlander,Nassau,11758,PHEV,Purchase,0.65,232.89,1100
11516,12/11/2018,2018,Mitsubishi,Outlander,Oneida,13403,PHEV,Purchase,0.65,232.89,1100
11517,05/30/2018,2018,Mitsubishi,Outlander,Suffolk,11747,PHEV,Purchase,0.65,232.89,1100
11518,11/19/2018,2018,Mitsubishi,Outlander,Suffolk,11779,PHEV,Lease,0.65,232.89,1100
11519,03/25/2019,2019,Mitsubishi,Outlander,Monroe,14450,PHEV,Lease,0.65,232.89,1100
11520,11/07/2018,2018,Mitsubishi,Outlander,Dutchess,12570,PHEV,Purchase,0.65,232.89,1100
11521,11/13/2018,2018,Mitsubishi,Outlander,Saratoga,12019,PHEV,Purchase,0.65,232.89,1100
11522,10/18/2018,2018,Mitsubishi,Outlander,Erie,14052,PHEV,Purchase,0.65,232.89,1100
11523,09/19/2018,2018,Mitsubishi,Outlander,Suffolk,11725,PHEV,Purchase,0.65,232.89,1100
11525,10/11/2019,2019,Mitsubishi,Outlander,Herkimer,13365,PHEV,Purchase,0.65,232.89,1100
11526,09/27/2018,2018,Mitsubishi,Outlander,Nassau,11803,PHEV,Lease,0.65,232.89,1100
11527,03/20/2019,2019,Mitsubishi,Outlander,Saratoga,12866,PHEV,Purchase,0.65,232.89,1100
11528,01/22/2019,2019,Mitsubishi,Outlander,Niagara,14174,PHEV,Purchase,0.65,232.89,1100
11529,05/01/2019,2019,Mitsubishi,Outlander,Lewis,13367,PHEV,Purchase,0.65,232.89,1100
11530,10/27/2018,2018,Mitsubishi,Outlander,Suffolk,11743,PHEV,Lease,0.65,232.89,1100
11531,10/01/2018,2018,Mitsubishi,Outlander,Rockland,10977,PHEV,Lease,0.65,232.89,1100
11532,10/27/2018,2018,Mitsubishi,Outlander,Nassau,11710,PHEV,Lease,0.65,232.89,1100
11533,10/30/2018,2018,Mitsubishi,Outlander,Suffolk,11746,PHEV,Purchase,0.65,232.89,1100
11534,08/05/2019,2019,Mitsubishi,Outlander,Greene,12473,PHEV,Purchase,0.65,232.89,1100
11535,03/30/2019,2019,Mitsubishi,Outlander,Suffolk,11779,PHEV,Purchase,0.65,232.89,1100
11536,08/13/2019,2019,Mitsubishi,Outlander,Oneida,13501,PHEV,Purchase,0.65,232.89,1100
11537,07/27/2019,2019,Mitsubishi,Outlander,Suffolk,11706,PHEV,Purchase,0.65,232.89,1100
11538,11/12/2019,2019,Mitsubishi,Outlander,Nassau,11563,PHEV,Purchase,0.65,232.89,1100
11539,10/08/2019,2019,Mitsubishi,Outlander,Schenectady,12309,PHEV,Purchase,0.65,232.89,1100
11540,10/06/2019,2019,Mitsubishi,Outlander,Suffolk,11764,PHEV,Purchase,0.65,232.89,1100
11541,03/24/2018,2018,Mitsubishi,Outlander,Putnam,10512,PHEV,Purchase,0.65,232.89,1100
11542,07/31/2018,2018,Mitsubishi,Outlander,Rensselaer,12180,PHEV,Lease,0.65,232.89,1100
11543,10/15/2018,2018,Mitsubishi,Outlander,Erie,14201,PHEV,Lease,0.65,232.89,1100
11544,03/26/2018,2018,Mitsubishi,Outlander,Orange,12549,PHEV,Purchase,0.65,232.89,1100
11545,04/24/2018,2018,Mitsubishi,Outlander,Schenectady,12303,PHEV,Purchase,0.65,232.89,1100
11546,02/13/2018,2018,Mitsubishi,Outlander,Saratoga,12019,PHEV,Purchase,0.65,232.89,1100
11547,03/26/2018,2018,Mitsubishi,Outlander,Suffolk,11786,PHEV,Lease,0.65,232.89,1100
11548,02/09/2018,2018,Mitsubishi,Outlander,Nassau,11758,PHEV,Purchase,0.65,232.89,1100
11549,04/04/2018,2018,Mitsubishi,Outlander,Onondaga,13088,PHEV,Lease,0.65,232.89,1100
11550,04/24/2018,2018,Mitsubishi,Outlander,Suffolk,11782,PHEV,Purchase,0.65,232.89,1100
11551,02/10/2018,2018,Mitsubishi,Outlander,Nassau,11577,PHEV,Purchase,0.65,232.89,1100
11552,08/23/2018,2018,Mitsubishi,Outlander,Franklin,12953,PHEV,Purchase,0.65,232.89,1100
11553,02/28/2018,2018,Mitsubishi,Outlander,Erie,14055,PHEV,Purchase,0.65,232.89,1100
11554,10/09/2018,2018,Mitsubishi,Outlander,Oneida,13323,PHEV,Lease,0.65,232.89,1100
11555,04/21/2018,2018,Mitsubishi,Outlander,Onondaga,13090,PHEV,Purchase,0.65,232.89,1100
11556,07/21/2018,2018,Mitsubishi,Outlander,Monroe,14420,PHEV,Purchase,0.65,232.89,1100
11557,09/04/2018,2018,Mitsubishi,Outlander,Nassau,11566,PHEV,Lease,0.65,232.89,1100
11558,06/28/2018,2018,Mitsubishi,Outlander,Onondaga,13031,PHEV,Lease,0.65,232.89,1100
11559,01/29/2019,2019,Mitsubishi,Outlander,Saratoga,12065,PHEV,Purchase,0.65,232.89,1100
11560,08/04/2018,2018,Mitsubishi,Outlander,Suffolk,11742,PHEV,Purchase,0.65,232.89,1100
11561,06/23/2018,2018,Mitsubishi,Outlander,Nassau,11003,PHEV,Lease,0.65,232.89,1100
11562,02/07/2019,2019,Mitsubishi,Outlander,Suffolk,11946,PHEV,Purchase,0.65,232.89,1100
11563,09/27/2018,2018,Mitsubishi,Outlander,Suffolk,11967,PHEV,Purchase,0.65,232.89,1100
11564,01/05/2019,2019,Mitsubishi,Outlander,Nassau,11758,PHEV,Purchase,0.65,232.89,1100
11565,10/09/2018,2018,Mitsubishi,Outlander,Erie,14215,PHEV,Purchase,0.65,232.89,1100
11566,01/29/2019,2019,Mitsubishi,Outlander,Suffolk,11934,PHEV,Purchase,0.65,232.89,1100
11567,08/29/2018,2018,Mitsubishi,Outlander,Suffolk,11746,PHEV,Purchase,0.65,232.89,1100
11568,09/17/2018,2018,Mitsubishi,Outlander,Suffolk,11784,PHEV,Purchase,0.65,232.89,1100
11569,07/30/2018,2018,Mitsubishi,Outlander,Suffolk,11742,PHEV,Purchase,0.65,232.89,1100
11570,07/12/2018,2018,Mitsubishi,Outlander,Saratoga,12148,PHEV,Purchase,0.65,232.89,1100
11571,11/07/2018,2018,Mitsubishi,Outlander,Dutchess,12533,PHEV,Purchase,0.65,232.89,1100
11572,07/30/2018,2018,Mitsubishi,Outlander,Suffolk,11731,PHEV,Purchase,0.65,232.89,1100
11573,08/13/2018,2018,Mitsubishi,Outlander,Monroe,14468,PHEV,Purchase,0.65,232.89,1100
11574,08/14/2018,2018,Mitsubishi,Outlander,Suffolk,11951,PHEV,Purchase,0.65,232.89,1100
11575,10/30/2019,2019,Mitsubishi,Outlander,Oneida,13440,PHEV,Lease,0.65,232.89,1100
11576,09/19/2018,2018,Mitsubishi,Outlander,Erie,14221,PHEV,Lease,0.65,232.89,1100
11577,10/29/2018,2018,Mitsubishi,Outlander,Tompkins,14850,PHEV,Purchase,0.65,232.89,1100
11578,09/04/2018,2018,Mitsubishi,Outlander,Tompkins,14886,PHEV,Purchase,0.65,232.89,1100
11579,10/01/2018,2018,Mitsubishi,Outlander,Madison,13032,PHEV,Purchase,0.65,232.89,1100
11580,10/09/2018,2018,Mitsubishi,Outlander,Oneida,13157,PHEV,Lease,0.65,232.89,1100
11581,01/29/2019,2019,Mitsubishi,Outlander,Suffolk,11779,PHEV,Purchase,0.65,232.89,1100
11582,10/29/2018,2018,Mitsubishi,Outlander,Rensselaer,12018,PHEV,Purchase,0.65,232.89,1100
11583,12/22/2018,2018,Mitsubishi,Outlander,Nassau,11568,PHEV,Purchase,0.65,232.89,1100
11584,06/19/2019,2019,Mitsubishi,Outlander,Essex,12983,PHEV,Purchase,0.65,232.89,1100
11585,04/04/2019,2019,Mitsubishi,Outlander,Onondaga,13039,PHEV,Lease,0.65,232.89,1100
11586,10/24/2019,2019,Mitsubishi,Outlander,Ulster,12498,PHEV,Purchase,0.65,232.89,1100
11587,12/31/2019,2019,Mitsubishi,Outlander,Onondaga,13152,PHEV,Purchase,0.65,232.89,1100
11588,12/14/2019,2019,Mitsubishi,Outlander,Tompkins,13068,PHEV,Purchase,0.65,232.89,1100
11589,09/09/2019,2019,Mitsubishi,Outlander,Suffolk,11786,PHEV,Purchase,0.65,232.89,1100
11590,09/14/2019,2019,Mitsubishi,Outlander,Suffolk,11772,PHEV,Purchase,0.65,232.89,1100
11591,08/14/2019,2019,Mitsubishi,Outlander,Suffolk,11746,PHEV,Purchase,0.65,232.89,1100
11592,10/08/2019,2019,Mitsubishi,Outlander,Schenectady,12302,PHEV,Lease,0.65,232.89,1100
11593,12/30/2019,2019,Mitsubishi,Outlander,Nassau,11758,PHEV,Purchase,0.65,232.89,1100
11594,02/07/2018,2018,Mitsubishi,Outlander,Erie,14086,PHEV,Purchase,0.65,232.89,1100
11595,12/26/2018,2018,Mitsubishi,Outlander,Nassau,11801,PHEV,Lease,0.65,232.89,1100
11596,05/30/2018,2018,Mitsubishi,Outlander,Saratoga,12027,PHEV,Lease,0.65,232.89,1100
11597,07/17/2018,2018,Mitsubishi,Outlander,Queens,11385,PHEV,Purchase,0.65,232.89,1100
11598,12/27/2018,2018,Mitsubishi,Outlander,New York,10028,PHEV,Purchase,0.65,232.89,1100
11599,01/31/2018,2018,Mitsubishi,Outlander,Nassau,11566,PHEV,Lease,0.65,232.89,1100
11600,06/17/2019,2019,Mitsubishi,Outlander,Ontario,14424,PHEV,Purchase,0.65,232.89,1100
11601,05/01/2018,2018,Mitsubishi,Outlander,Oneida,13323,PHEV,Purchase,0.65,232.89,1100
11602,04/04/2018,2018,Mitsubishi,Outlander,Chemung,14845,PHEV,Purchase,0.65,232.89,1100
11603,09/05/2018,2018,Mitsubishi,Outlander,Suffolk,11727,PHEV,Purchase,0.65,232.89,1100
11604,04/30/2018,2018,Mitsubishi,Outlander,Suffolk,11733,PHEV,Purchase,0.65,232.89,1100
11605,05/22/2018,2018,Mitsubishi,Outlander,Suffolk,11746,PHEV,Lease,0.65,232.89,1100
11606,07/05/2018,2018,Mitsubishi,Outlander,Suffolk,11741,PHEV,Purchase,0.65,232.89,1100
11607,05/31/2018,2018,Mitsubishi,Outlander,Suffolk,11768,PHEV,Lease,0.65,232.89,1100
11608,06/11/2018,2018,Mitsubishi,Outlander,Suffolk,11722,PHEV,Purchase,0.65,232.89,1100
11609,10/03/2018,2018,Mitsubishi,Outlander,Rensselaer,12094,PHEV,Lease,0.65,232.89,1100
11610,12/17/2018,2018,Mitsubishi,Outlander,Westchester,10601,PHEV,Purchase,0.65,232.89,1100
11611,07/05/2018,2018,Mitsubishi,Outlander,Albany,12054,PHEV,Purchase,0.65,232.89,1100
11612,08/13/2018,2018,Mitsubishi,Outlander,Nassau,11758,PHEV,Lease,0.65,232.89,1100
11613,05/25/2019,2019,Mitsubishi,Outlander,Onondaga,13212,PHEV,Lease,0.65,232.89,1100
11614,01/16/2019,2019,Mitsubishi,Outlander,Madison,13082,PHEV,Purchase,0.65,232.89,1100
11615,12/11/2018,2018,Mitsubishi,Outlander,Oneida,13403,PHEV,Purchase,0.65,232.89,1100
