,Submitted Date,Year,Make,Model,County,ZIP,EV Type,Transaction Type,Reduction_CO2,Reduction_Petroleum,Rebate Amount (USD)
263,09/20/2017,2017,Ford,C-MAX Energi,Erie,14031,PHEV,Lease,2.1,350.58,1100
264,10/13/2017,2017,Ford,C-MAX Energi,Kings,11231,PHEV,Lease,2.1,350.58,1100
265,12/28/2017,2017,Ford,C-MAX Energi,Suffolk,11772,PHEV,Lease,2.1,350.58,1100
266,08/29/2017,2017,Ford,C-MAX Energi,Suffolk,11934,PHEV,Lease,2.1,350.58,1100
267,07/18/2017,2017,Ford,C-MAX Energi,Nassau,11001,PHEV,Purchase,2.1,350.58,1100
268,12/16/2017,2017,Ford,C-MAX Energi,Westchester,10538,PHEV,Lease,2.1,350.58,1100
269,06/26/2017,2017,Ford,C-MAX Energi,Nassau,11561,PHEV,Lease,2.1,350.58,1100
270,07/07/2017,2017,Ford,C-MAX Energi,Erie,14225,PHEV,Lease,2.1,350.58,1100
271,12/02/2017,2017,Ford,C-MAX Energi,Suffolk,11763,PHEV,Lease,2.1,350.58,1100
272,10/28/2017,2017,Ford,C-MAX Energi,Suffolk,11762,PHEV,Purchase,2.1,350.58,1100
273,10/25/2017,2017,Ford,C-MAX Energi,Erie,14051,PHEV,Lease,2.1,350.58,1100
274,11/12/2017,2017,Ford,C-MAX Energi,Suffolk,11778,PHEV,Lease,2.1,350.58,1100
275,06/07/2017,2017,Chevrolet,Bolt,Nassau,11050,BEV,Purchase,3.07,592.89,2000
276,08/14/2017,2017,Chevrolet,Bolt,Genesee,14020,BEV,Lease,3.07,592.89,2000
277,10/23/2017,2017,Chevrolet,Bolt,Monroe,14445,BEV,Lease,3.07,592.89,2000
278,02/13/2018,2018,Chevrolet,Bolt,Suffolk,11786,BEV,Purchase,3.07,592.89,2000
279,06/27/2018,2018,Chevrolet,Bolt,Onondaga,13219,BEV,Purchase,3.07,592.89,2000
280,12/27/2017,2017,Chevrolet,Bolt,Suffolk,11704,BEV,Lease,3.07,592.89,2000
281,07/18/2017,2017,Chevrolet,Bolt,Albany,12159,BEV,Lease,3.07,592.89,2000
282,07/17/2018,2018,Chevrolet,Bolt,Suffolk,11764,BEV,Purchase,3.07,592.89,2000
283,10/09/2017,2017,Chevrolet,Bolt,Monroe,14607,BEV,Lease,3.07,592.89,2000
284,08/23/2017,2017,Chevrolet,Bolt,Nassau,11518,BEV,Purchase,3.07,592.89,2000
285,06/23/2017,2017,Chevrolet,Bolt,Monroe,14534,BEV,Lease,3.07,592.89,2000
286,12/29/2017,2017,Chevrolet,Bolt,Warren,12801,BEV,Lease,3.07,592.89,2000
287,06/17/2017,2017,Chevrolet,Bolt,Onondaga,13090,BEV,Purchase,3.07,592.89,2000
288,10/09/2017,2017,Chevrolet,Bolt,Ulster,12528,BEV,Purchase,3.07,592.89,2000
289,12/26/2017,2017,Chevrolet,Bolt,Wayne,14519,BEV,Lease,3.07,592.89,2000
290,10/31/2017,2017,Chevrolet,Bolt,Essex,12913,BEV,Lease,3.07,592.89,2000
291,08/18/2017,2017,Chevrolet,Bolt,Albany,12186,BEV,Lease,3.07,592.89,2000
292,04/30/2018,2018,Chevrolet,Bolt,Schenectady,12053,BEV,Purchase,3.07,592.89,2000
293,08/21/2017,2017,Chevrolet,Bolt,Oneida,13440,BEV,Lease,3.07,592.89,2000
294,12/04/2017,2017,Chevrolet,Bolt,Monroe,14467,BEV,Lease,3.07,592.89,2000
295,05/30/2018,2018,Chevrolet,Bolt,Westchester,10570,BEV,Purchase,3.07,592.89,2000
296,08/07/2017,2017,Chevrolet,Bolt,Monroe,14580,BEV,Lease,3.07,592.89,2000
297,09/15/2017,2017,Chevrolet,Bolt,Tompkins,14850,BEV,Lease,3.07,592.89,2000
298,12/08/2017,2017,Chevrolet,Bolt,Saratoga,12065,BEV,Purchase,3.07,592.89,2000
299,09/22/2017,2017,Chevrolet,Bolt,Monroe,14609,BEV,Lease,3.07,592.89,2000
300,09/14/2017,2017,Chevrolet,Bolt,Westchester,10583,BEV,Purchase,3.07,592.89,2000
301,08/28/2017,2017,Chevrolet,Bolt,Putnam,10516,BEV,Purchase,3.07,592.89,2000
302,12/04/2017,2017,Chevrolet,Bolt,Westchester,10506,BEV,Purchase,3.07,592.89,2000
303,12/07/2017,2017,Chevrolet,Bolt,Saratoga,12065,BEV,Purchase,3.07,592.89,2000
304,11/30/2017,2017,Chevrolet,Bolt,Ontario,14469,BEV,Lease,3.07,592.89,2000
305,01/10/2018,2018,Chevrolet,Bolt,Monroe,14618,BEV,Lease,3.07,592.89,2000
306,02/08/2018,2018,Chevrolet,Bolt,Schenectady,12308,BEV,Lease,3.07,592.89,2000
307,11/25/2017,2017,Chevrolet,Bolt,Ulster,12401,BEV,Lease,3.07,592.89,2000
308,03/21/2018,2018,Chevrolet,Bolt,Steuben,14870,BEV,Purchase,3.07,592.89,2000
309,10/31/2018,2018,Chevrolet,Bolt,Nassau,11520,BEV,Purchase,3.07,592.89,2000
310,07/10/2018,2018,Chevrolet,Bolt,Suffolk,11772,BEV,Purchase,3.07,592.89,2000
311,09/05/2018,2018,Chevrolet,Bolt,Ontario,14564,BEV,Purchase,3.07,592.89,2000
312,06/19/2018,2018,Chevrolet,Bolt,Dutchess,12572,BEV,Purchase,3.07,592.89,2000
313,06/04/2018,2018,Chevrolet,Bolt,Nassau,11801,BEV,Purchase,3.07,592.89,2000
314,06/11/2018,2018,Chevrolet,Bolt,Nassau,11801,BEV,Purchase,3.07,592.89,2000
315,08/27/2018,2018,Chevrolet,Bolt,Westchester,10804,BEV,Lease,3.07,592.89,2000
316,08/15/2018,2018,Chevrolet,Bolt,Westchester,10580,BEV,Lease,3.07,592.89,2000
317,08/14/2018,2018,Chevrolet,Bolt,Ulster,12589,BEV,Purchase,3.07,592.89,2000
318,08/28/2018,2018,Chevrolet,Bolt,Dutchess,12533,BEV,Purchase,3.07,592.89,2000
319,10/17/2018,2018,Chevrolet,Bolt,Orange,12518,BEV,Lease,3.07,592.89,2000
320,04/29/2019,2019,Chevrolet,Bolt,Suffolk,11787,BEV,Purchase,3.07,592.89,2000
321,10/28/2019,2019,Chevrolet,Bolt,Bronx,10460,BEV,Purchase,3.07,592.89,2000
322,09/19/2019,2019,Chevrolet,Bolt,Monroe,14468,BEV,Purchase,3.07,592.89,2000
323,05/12/2017,2017,Chevrolet,Bolt,Suffolk,11930,BEV,Lease,3.07,592.89,2000
324,03/24/2017,2017,Chevrolet,Bolt,Dutchess,12580,BEV,Purchase,3.07,592.89,2000
325,04/10/2017,2017,Chevrolet,Bolt,Clinton,12901,BEV,Lease,3.07,592.89,2000
326,05/13/2017,2017,Chevrolet,Bolt,Rockland,10994,BEV,Purchase,3.07,592.89,2000
327,04/27/2017,2017,Chevrolet,Bolt,Ontario,14560,BEV,Purchase,3.07,592.89,2000
328,12/26/2017,2017,Chevrolet,Bolt,Suffolk,11950,BEV,Lease,3.07,592.89,2000
329,05/16/2017,2017,Chevrolet,Bolt,Columbia,12037,BEV,Purchase,3.07,592.89,2000
330,06/03/2017,2017,Chevrolet,Bolt,New York,10027,BEV,Purchase,3.07,592.89,2000
331,12/26/2017,2017,Chevrolet,Bolt,Kings,11201,BEV,Purchase,3.07,592.89,2000
332,05/16/2017,2017,Chevrolet,Bolt,Westchester,10598,BEV,Lease,3.07,592.89,2000
333,09/21/2017,2017,Chevrolet,Bolt,Tompkins,14850,BEV,Purchase,3.07,592.89,2000
334,06/07/2017,2017,Chevrolet,Bolt,Cayuga,13140,BEV,Lease,3.07,592.89,2000
335,07/11/2017,2017,Chevrolet,Bolt,Nassau,11756,BEV,Lease,3.07,592.89,2000
336,06/26/2017,2017,Chevrolet,Bolt,Livingston,14414,BEV,Lease,3.07,592.89,2000
337,11/17/2017,2017,Chevrolet,Bolt,Chenango,13809,BEV,Purchase,3.07,592.89,2000
338,11/30/2017,2017,Chevrolet,Bolt,Schuyler,14865,BEV,Purchase,3.07,592.89,2000
339,05/19/2017,2017,Chevrolet,Bolt,Westchester,10520,BEV,Lease,3.07,592.89,2000
340,07/23/2018,2018,Chevrolet,Bolt,Nassau,11801,BEV,Purchase,3.07,592.89,2000
341,12/21/2017,2017,Chevrolet,Bolt,Monroe,14610,BEV,Lease,3.07,592.89,2000
342,10/26/2017,2017,Chevrolet,Bolt,Orange,12518,BEV,Lease,3.07,592.89,2000
343,08/14/2017,2017,Chevrolet,Bolt,Ulster,12589,BEV,Lease,3.07,592.89,2000
344,09/19/2017,2017,Chevrolet,Bolt,Monroe,14580,BEV,Lease,3.07,592.89,2000
345,09/19/2017,2017,Chevrolet,Bolt,Monroe,14610,BEV,Lease,3.07,592.89,2000
346,12/01/2017,2017,Chevrolet,Bolt,Clinton,12919,BEV,Lease,3.07,592.89,2000
347,11/22/2017,2017,Chevrolet,Bolt,Monroe,14586,BEV,Purchase,3.07,592.89,2000
348,12/13/2017,2017,Chevrolet,Bolt,Monroe,14616,BEV,Lease,3.07,592.89,2000
349,06/20/2017,2017,Chevrolet,Bolt,Suffolk,11772,BEV,Lease,3.07,592.89,2000
350,06/13/2018,2018,Chevrolet,Bolt,Clinton,12901,BEV,Purchase,3.07,592.89,2000
351,06/12/2017,2017,Chevrolet,Bolt,Dutchess,12572,BEV,Lease,3.07,592.89,2000
352,09/05/2017,2017,Chevrolet,Bolt,Oswego,13069,BEV,Purchase,3.07,592.89,2000
353,10/11/2017,2017,Chevrolet,Bolt,Monroe,14420,BEV,Lease,3.07,592.89,2000
354,12/06/2017,2017,Chevrolet,Bolt,Orange,12553,BEV,Lease,3.07,592.89,2000
355,07/24/2018,2018,Chevrolet,Bolt,Suffolk,11957,BEV,Purchase,3.07,592.89,2000
356,07/05/2017,2017,Chevrolet,Bolt,Westchester,10536,BEV,Lease,3.07,592.89,2000
357,03/06/2018,2018,Chevrolet,Bolt,Monroe,14624,BEV,Purchase,3.07,592.89,2000
358,11/29/2017,2017,Chevrolet,Bolt,Suffolk,11942,BEV,Lease,3.07,592.89,2000
359,07/13/2018,2018,Chevrolet,Bolt,Monroe,14437,BEV,Purchase,3.07,592.89,2000
360,01/09/2018,2018,Chevrolet,Bolt,Ontario,14424,BEV,Lease,3.07,592.89,2000
361,11/07/2017,2017,Chevrolet,Bolt,Monroe,14534,BEV,Lease,3.07,592.89,2000
362,10/23/2017,2017,Chevrolet,Bolt,Monroe,14618,BEV,Lease,3.07,592.89,2000
363,10/04/2017,2017,Chevrolet,Bolt,Monroe,14624,BEV,Lease,3.07,592.89,2000
364,08/08/2017,2017,Chevrolet,Bolt,Ulster,12472,BEV,Lease,3.07,592.89,2000
365,01/04/2018,2018,Chevrolet,Bolt,Monroe,14625,BEV,Lease,3.07,592.89,2000
366,01/19/2018,2018,Chevrolet,Bolt,Putnam,10541,BEV,Purchase,3.07,592.89,2000
367,09/13/2017,2017,Chevrolet,Bolt,Dutchess,12508,BEV,Lease,3.07,592.89,2000
368,11/28/2018,2018,Chevrolet,Bolt,Suffolk,11934,BEV,Purchase,3.07,592.89,2000
369,03/13/2018,2018,Chevrolet,Bolt,Rockland,10956,BEV,Lease,3.07,592.89,2000
370,03/22/2018,2018,Chevrolet,Bolt,Rensselaer,12018,BEV,Lease,3.07,592.89,2000
371,07/19/2018,2018,Chevrolet,Bolt,Monroe,14612,BEV,Purchase,3.07,592.89,2000
372,09/04/2018,2018,Chevrolet,Bolt,Erie,14208,BEV,Purchase,3.07,592.89,2000
373,07/09/2018,2018,Chevrolet,Bolt,Ulster,12561,BEV,Purchase,3.07,592.89,2000
374,08/06/2018,2018,Chevrolet,Bolt,Ulster,12401,BEV,Lease,3.07,592.89,2000
375,12/10/2018,2018,Chevrolet,Bolt,Columbia,12173,BEV,Purchase,3.07,592.89,2000
376,10/09/2018,2018,Chevrolet,Bolt,Ulster,12528,BEV,Lease,3.07,592.89,2000
377,09/24/2018,2018,Chevrolet,Bolt,Suffolk,11949,BEV,Purchase,3.07,592.89,2000
378,10/17/2019,2019,Chevrolet,Bolt,Westchester,10708,BEV,Purchase,3.07,592.89,2000
379,09/04/2019,2019,Chevrolet,Bolt,Chemung,14903,BEV,Purchase,3.07,592.89,2000
380,05/29/2019,2019,Chevrolet,Bolt,Monroe,14620,BEV,Purchase,3.07,592.89,2000
381,07/14/2017,2017,Chevrolet,Bolt,Suffolk,11743,BEV,Lease,3.07,592.89,2000
382,08/11/2017,2017,Chevrolet,Bolt,Monroe,14624,BEV,Lease,3.07,592.89,2000
383,04/28/2017,2017,Chevrolet,Bolt,Monroe,14534,BEV,Lease,3.07,592.89,2000
384,04/05/2017,2017,Chevrolet,Bolt,Rensselaer,12198,BEV,Purchase,3.07,592.89,2000
385,04/26/2017,2017,Chevrolet,Bolt,Nassau,11598,BEV,Purchase,3.07,592.89,2000
386,05/03/2017,2017,Chevrolet,Bolt,Rensselaer,12196,BEV,Lease,3.07,592.89,2000
387,06/12/2017,2017,Chevrolet,Bolt,Saratoga,12020,BEV,Purchase,3.07,592.89,2000
388,01/09/2018,2018,Chevrolet,Bolt,Nassau,11570,BEV,Lease,3.07,592.89,2000
389,06/01/2017,2017,Chevrolet,Bolt,Suffolk,11772,BEV,Purchase,3.07,592.89,2000
390,09/11/2017,2017,Chevrolet,Bolt,Niagara,14120,BEV,Lease,3.07,592.89,2000
391,10/03/2017,2017,Chevrolet,Bolt,Ulster,12528,BEV,Lease,3.07,592.89,2000
392,02/26/2018,2018,Chevrolet,Bolt,Albany,12158,BEV,Lease,3.07,592.89,2000
393,09/12/2017,2017,Chevrolet,Bolt,Dutchess,12590,BEV,Lease,3.07,592.89,2000
394,06/16/2017,2017,Chevrolet,Bolt,Ontario,14425,BEV,Purchase,3.07,592.89,2000
395,08/25/2017,2017,Chevrolet,Bolt,Otsego,13820,BEV,Lease,3.07,592.89,2000
396,01/08/2019,2019,Chevrolet,Bolt,Suffolk,11706,BEV,Purchase,3.07,592.89,2000
397,07/24/2018,2018,Chevrolet,Bolt,Erie,14051,BEV,Purchase,3.07,592.89,2000
398,10/09/2017,2017,Chevrolet,Bolt,Monroe,14609,BEV,Lease,3.07,592.89,2000
399,11/02/2017,2017,Chevrolet,Bolt,Rensselaer,12061,BEV,Purchase,3.07,592.89,2000
400,08/24/2017,2017,Chevrolet,Bolt,Queens,11375,BEV,Lease,3.07,592.89,2000
401,02/13/2018,2018,Chevrolet,Bolt,New York,10013,BEV,Lease,3.07,592.89,2000
402,09/13/2017,2017,Chevrolet,Bolt,Erie,14051,BEV,Lease,3.07,592.89,2000
403,09/07/2017,2017,Chevrolet,Bolt,Monroe,14618,BEV,Purchase,3.07,592.89,2000
404,05/25/2018,2018,Chevrolet,Bolt,Westchester,10520,BEV,Purchase,3.07,592.89,2000
405,02/14/2018,2018,Chevrolet,Bolt,Saratoga,12019,BEV,Purchase,3.07,592.89,2000
406,11/07/2018,2018,Chevrolet,Bolt,Suffolk,11769,BEV,Purchase,3.07,592.89,2000
407,09/26/2017,2017,Chevrolet,Bolt,Albany,12159,BEV,Purchase,3.07,592.89,2000
408,10/03/2017,2017,Chevrolet,Bolt,Niagara,14120,BEV,Lease,3.07,592.89,2000
409,10/18/2017,2017,Chevrolet,Bolt,Suffolk,11738,BEV,Lease,3.07,592.89,2000
410,11/20/2017,2017,Chevrolet,Bolt,Ulster,12561,BEV,Lease,3.07,592.89,2000
411,05/23/2018,2018,Chevrolet,Bolt,Westchester,10520,BEV,Purchase,3.07,592.89,2000
412,08/27/2018,2018,Chevrolet,Bolt,Suffolk,11731,BEV,Purchase,3.07,592.89,2000
413,01/08/2018,2018,Chevrolet,Bolt,Orange,10930,BEV,Lease,3.07,592.89,2000
414,01/17/2018,2018,Chevrolet,Bolt,Albany,12208,BEV,Lease,3.07,592.89,2000
415,02/13/2018,2018,Chevrolet,Bolt,Ulster,12412,BEV,Purchase,3.07,592.89,2000
416,03/21/2018,2018,Chevrolet,Bolt,Westchester,10520,BEV,Lease,3.07,592.89,2000
417,05/16/2018,2018,Chevrolet,Bolt,Suffolk,11949,BEV,Lease,3.07,592.89,2000
418,09/20/2018,2018,Chevrolet,Bolt,Dutchess,12545,BEV,Purchase,3.07,592.89,2000
419,06/04/2018,2018,Chevrolet,Bolt,Nassau,11801,BEV,Purchase,3.07,592.89,2000
420,10/09/2018,2018,Chevrolet,Bolt,Erie,14221,BEV,Lease,3.07,592.89,2000
421,07/25/2019,2019,Chevrolet,Bolt,Livingston,14423,BEV,Purchase,3.07,592.89,2000
422,02/27/2019,2019,Chevrolet,Bolt,Erie,14224,BEV,Purchase,3.07,592.89,2000
423,08/03/2017,2017,Chevrolet,Bolt,Suffolk,11721,BEV,Lease,3.07,592.89,2000
424,04/10/2017,2017,Chevrolet,Bolt,Essex,12946,BEV,Purchase,3.07,592.89,2000
425,04/10/2017,2017,Chevrolet,Bolt,New York,10038,BEV,Purchase,3.07,592.89,2000
426,05/01/2017,2017,Chevrolet,Bolt,Rockland,10920,BEV,Lease,3.07,592.89,2000
427,11/08/2017,2017,Chevrolet,Bolt,Monroe,14472,BEV,Lease,3.07,592.89,2000
428,11/30/2017,2017,Chevrolet,Bolt,Queens,11421,BEV,Lease,3.07,592.89,2000
429,04/24/2017,2017,Chevrolet,Bolt,Monroe,14624,BEV,Lease,3.07,592.89,2000
430,09/26/2017,2017,Chevrolet,Bolt,Erie,14150,BEV,Lease,3.07,592.89,2000
431,04/24/2017,2017,Chevrolet,Bolt,Schenectady,12309,BEV,Purchase,3.07,592.89,2000
432,05/10/2017,2017,Chevrolet,Bolt,Cattaraugus,14727,BEV,Purchase,3.07,592.89,2000
433,08/28/2017,2017,Chevrolet,Bolt,Nassau,11554,BEV,Lease,3.07,592.89,2000
434,11/20/2017,2017,Chevrolet,Bolt,Suffolk,11724,BEV,Lease,3.07,592.89,2000
435,10/09/2017,2017,Chevrolet,Bolt,Albany,12009,BEV,Lease,3.07,592.89,2000
436,08/01/2017,2017,Chevrolet,Bolt,Erie,14032,BEV,Lease,3.07,592.89,2000
437,05/30/2017,2017,Chevrolet,Bolt,Erie,14150,BEV,Lease,3.07,592.89,2000
438,12/08/2017,2017,Chevrolet,Bolt,Monroe,14559,BEV,Lease,3.07,592.89,2000
439,12/21/2017,2017,Chevrolet,Bolt,Orange,12549,BEV,Purchase,3.07,592.89,2000
440,12/15/2017,2017,Chevrolet,Bolt,Essex,12913,BEV,Purchase,3.07,592.89,2000
441,06/28/2017,2017,Chevrolet,Bolt,Suffolk,11772,BEV,Lease,3.07,592.89,2000
442,05/15/2018,2018,Chevrolet,Bolt,Sullivan,12764,BEV,Purchase,3.07,592.89,2000
443,01/18/2018,2018,Chevrolet,Bolt,Albany,12208,BEV,Purchase,3.07,592.89,2000
444,10/22/2017,2017,Chevrolet,Bolt,Nassau,11732,BEV,Lease,3.07,592.89,2000
445,06/19/2017,2017,Chevrolet,Bolt,Oswego,13142,BEV,Lease,3.07,592.89,2000
446,04/15/2019,2019,Chevrolet,Bolt,Monroe,14618,BEV,Purchase,3.07,592.89,2000
447,10/24/2017,2017,Chevrolet,Bolt,Monroe,14609,BEV,Lease,3.07,592.89,2000
448,01/05/2018,2018,Chevrolet,Bolt,Monroe,14618,BEV,Lease,3.07,592.89,2000
449,08/03/2017,2017,Chevrolet,Bolt,Albany,12110,BEV,Lease,3.07,592.89,2000
450,10/09/2017,2017,Chevrolet,Bolt,Monroe,14616,BEV,Lease,3.07,592.89,2000
451,09/26/2017,2017,Chevrolet,Bolt,Erie,14051,BEV,Lease,3.07,592.89,2000
452,01/29/2018,2018,Chevrolet,Bolt,Queens,11375,BEV,Purchase,3.07,592.89,2000
453,12/06/2017,2017,Chevrolet,Bolt,Westchester,10537,BEV,Purchase,3.07,592.89,2000
454,01/05/2018,2018,Chevrolet,Bolt,Orange,10940,BEV,Purchase,3.07,592.89,2000
455,09/06/2017,2017,Chevrolet,Bolt,Monroe,14580,BEV,Lease,3.07,592.89,2000
456,11/09/2017,2017,Chevrolet,Bolt,Dutchess,12571,BEV,Lease,3.07,592.89,2000
457,01/29/2018,2018,Chevrolet,Bolt,Westchester,10562,BEV,Purchase,3.07,592.89,2000
458,02/21/2018,2018,Chevrolet,Bolt,Dutchess,12522,BEV,Lease,3.07,592.89,2000
459,12/29/2017,2017,Chevrolet,Bolt,Ulster,12561,BEV,Purchase,3.07,592.89,2000
460,02/22/2018,2018,Chevrolet,Bolt,Niagara,14120,BEV,Purchase,3.07,592.89,2000
461,01/05/2018,2018,Chevrolet,Bolt,Tompkins,14850,BEV,Lease,3.07,592.89,2000
462,08/08/2018,2018,Chevrolet,Bolt,Oswego,13126,BEV,Purchase,3.07,592.89,2000
463,05/08/2018,2018,Chevrolet,Bolt,Nassau,11791,BEV,Lease,3.07,592.89,2000
464,03/30/2018,2018,Chevrolet,Bolt,Ontario,14456,BEV,Purchase,3.07,592.89,2000
465,07/13/2018,2018,Chevrolet,Bolt,New York,10014,BEV,Lease,3.07,592.89,2000
466,06/04/2018,2018,Chevrolet,Bolt,Nassau,11801,BEV,Purchase,3.07,592.89,2000
467,10/08/2019,2019,Chevrolet,Bolt,Genesee,14020,BEV,Lease,3.07,592.89,2000
468,10/03/2019,2019,Chevrolet,Bolt,Kings,11222,BEV,Purchase,3.07,592.89,2000
469,09/26/2019,2019,Chevrolet,Bolt,Monroe,14534,BEV,Purchase,3.07,592.89,2000
471,03/15/2018,2018,Chevrolet,Bolt,Nassau,11596,BEV,Purchase,3.07,592.89,2000
472,04/20/2017,2017,Chevrolet,Bolt,Westchester,10510,BEV,Purchase,3.07,592.89,2000
473,11/20/2017,2017,Chevrolet,Bolt,Nassau,11548,BEV,Lease,3.07,592.89,2000
474,12/29/2017,2017,Chevrolet,Bolt,Clinton,12901,BEV,Purchase,3.07,592.89,2000
475,12/26/2017,2017,Chevrolet,Bolt,Monroe,14626,BEV,Lease,3.07,592.89,2000
476,11/20/2017,2017,Chevrolet,Bolt,Nassau,11545,BEV,Purchase,3.07,592.89,2000
477,10/10/2017,2017,Chevrolet,Bolt,Queens,11416,BEV,Lease,3.07,592.89,2000
478,06/16/2017,2017,Chevrolet,Bolt,Dutchess,12538,BEV,Purchase,3.07,592.89,2000
479,04/27/2017,2017,Chevrolet,Bolt,Albany,12205,BEV,Purchase,3.07,592.89,2000
480,11/28/2017,2017,Chevrolet,Bolt,Montgomery,12010,BEV,Lease,3.07,592.89,2000
481,10/12/2017,2017,Chevrolet,Bolt,Erie,14072,BEV,Lease,3.07,592.89,2000
482,08/28/2018,2018,Chevrolet,Bolt,Washington,12865,BEV,Purchase,3.07,592.89,2000
483,06/23/2017,2017,Chevrolet,Bolt,Erie,14223,BEV,Lease,3.07,592.89,2000
484,12/22/2017,2017,Chevrolet,Bolt,Schenectady,12302,BEV,Purchase,3.07,592.89,2000
485,08/21/2017,2017,Chevrolet,Bolt,Oneida,13440,BEV,Lease,3.07,592.89,2000
486,12/03/2017,2017,Chevrolet,Bolt,Nassau,11558,BEV,Lease,3.07,592.89,2000
487,04/26/2018,2018,Chevrolet,Bolt,Albany,12047,BEV,Lease,3.07,592.89,2000
488,10/22/2017,2017,Chevrolet,Bolt,Nassau,11710,BEV,Lease,3.07,592.89,2000
489,08/30/2017,2017,Chevrolet,Bolt,Erie,14072,BEV,Lease,3.07,592.89,2000
490,01/15/2018,2018,Chevrolet,Bolt,Westchester,10560,BEV,Purchase,3.07,592.89,2000
491,12/20/2017,2017,Chevrolet,Bolt,Nassau,11050,BEV,Lease,3.07,592.89,2000
492,09/27/2017,2017,Chevrolet,Bolt,Erie,14217,BEV,Lease,3.07,592.89,2000
493,02/26/2018,2018,Chevrolet,Bolt,Monroe,14609,BEV,Lease,3.07,592.89,2000
494,08/24/2017,2017,Chevrolet,Bolt,Steuben,14870,BEV,Purchase,3.07,592.89,2000
495,12/08/2017,2017,Chevrolet,Bolt,Monroe,14609,BEV,Lease,3.07,592.89,2000
496,10/11/2018,2018,Chevrolet,Bolt,Saratoga,12020,BEV,Purchase,3.07,592.89,2000
497,09/11/2017,2017,Chevrolet,Bolt,Niagara,14174,BEV,Lease,3.07,592.89,2000
498,10/24/2017,2017,Chevrolet,Bolt,Monroe,14514,BEV,Lease,3.07,592.89,2000
499,01/17/2018,2018,Chevrolet,Bolt,Saratoga,12019,BEV,Purchase,3.07,592.89,2000
500,11/16/2017,2017,Chevrolet,Bolt,Delaware,13820,BEV,Lease,3.07,592.89,2000
501,10/27/2017,2017,Chevrolet,Bolt,Suffolk,11968,BEV,Lease,3.07,592.89,2000
502,01/31/2018,2018,Chevrolet,Bolt,Warren,12804,BEV,Lease,3.07,592.89,2000
503,12/09/2017,2017,Chevrolet,Bolt,Nassau,11558,BEV,Lease,3.07,592.89,2000
504,02/09/2018,2018,Chevrolet,Bolt,Ulster,12528,BEV,Lease,3.07,592.89,2000
505,10/19/2017,2017,Chevrolet,Bolt,Westchester,10533,BEV,Purchase,3.07,592.89,2000
506,01/23/2018,2018,Chevrolet,Bolt,Nassau,11758,BEV,Lease,3.07,592.89,2000
507,01/11/2018,2018,Chevrolet,Bolt,Westchester,10595,BEV,Purchase,3.07,592.89,2000
508,02/20/2018,2018,Chevrolet,Bolt,Ulster,12443,BEV,Lease,3.07,592.89,2000
509,02/13/2018,2018,Chevrolet,Bolt,Monroe,14609,BEV,Lease,3.07,592.89,2000
510,02/06/2018,2018,Chevrolet,Bolt,Kings,11218,BEV,Purchase,3.07,592.89,2000
511,07/04/2018,2018,Chevrolet,Bolt,Nassau,11579,BEV,Purchase,3.07,592.89,2000
512,07/03/2018,2018,Chevrolet,Bolt,Westchester,10591,BEV,Lease,3.07,592.89,2000
513,04/12/2018,2018,Chevrolet,Bolt,Westchester,10538,BEV,Lease,3.07,592.89,2000
514,05/02/2018,2018,Chevrolet,Bolt,Ulster,12401,BEV,Lease,3.07,592.89,2000
515,06/21/2018,2018,Chevrolet,Bolt,Westchester,10502,BEV,Purchase,3.07,592.89,2000
516,06/11/2018,2018,Chevrolet,Bolt,Nassau,11801,BEV,Purchase,3.07,592.89,2000
517,12/24/2018,2018,Chevrolet,Bolt,Warren,12804,BEV,Purchase,3.07,592.89,2000
518,07/10/2018,2018,Chevrolet,Bolt,Livingston,14435,BEV,Purchase,3.07,592.89,2000
519,08/15/2018,2018,Chevrolet,Bolt,Onondaga,13159,BEV,Purchase,3.07,592.89,2000
520,09/25/2018,2018,Chevrolet,Bolt,Suffolk,11719,BEV,Purchase,3.07,592.89,2000
521,10/03/2019,2019,Chevrolet,Bolt,Kings,11222,BEV,Purchase,3.07,592.89,2000
522,10/03/2019,2019,Chevrolet,Bolt,Kings,11222,BEV,Purchase,3.07,592.89,2000
523,08/09/2019,2019,Chevrolet,Bolt,Suffolk,11742,BEV,Purchase,3.07,592.89,2000
524,07/16/2019,2019,Chevrolet,Bolt,Suffolk,11733,BEV,Purchase,3.07,592.89,2000
525,03/18/2019,2019,Chevrolet,Bolt,Queens,11370,BEV,Lease,3.07,592.89,2000
526,09/26/2018,2018,Chevrolet,Bolt,Essex,12983,BEV,Purchase,3.07,592.89,2000
527,04/13/2017,2017,Chevrolet,Bolt,Orange,10941,BEV,Lease,3.07,592.89,2000
528,05/30/2018,2018,Chevrolet,Bolt,Westchester,10598,BEV,Purchase,3.07,592.89,2000
529,07/12/2017,2017,Chevrolet,Bolt,Westchester,10709,BEV,Lease,3.07,592.89,2000
530,05/25/2018,2018,Chevrolet,Bolt,Chautauqua,14718,BEV,Purchase,3.07,592.89,2000
531,11/02/2017,2017,Chevrolet,Bolt,Nassau,11558,BEV,Lease,3.07,592.89,2000
532,12/01/2017,2017,Chevrolet,Bolt,Monroe,14612,BEV,Purchase,3.07,592.89,2000
533,03/05/2018,2018,Chevrolet,Bolt,Monroe,14580,BEV,Lease,3.07,592.89,2000
